차종,가격,연식,주행거리,연료,변속기,배기량,색상,전손이력,침수이력,소유자변경,썬루프,내비게이션,스마트키,오토라이트,주차감지센서,열선시트,통풍시트,가죽시트
(801거1236)기아 더 뉴 봉고3내장탑차 1톤 저상형 킹캡 초장축 L라이트,"1,730만원",20년10월(20년형),"95,897km",디젤,오토,"2,497cc",흰색,없음,없음,2회,0,0,0,0,1,1,1,1
(168도2356)기아 더 뉴 레이1.0 가솔린 프레스티지,"1,250만원",20년07월(21년형),"49,302km",가솔린,오토,998cc,파랑색,없음,없음,1회,0,1,1,1,1,1,0,1
(815서6247)기아 더 뉴 봉고3내장탑차 1톤 저상형 킹캡 초장축 L라이트,"1,920만원",20년10월(20년형),"36,972km",디젤,오토,"2,497cc",흰색,없음,없음,2회,0,0,0,0,0,1,0,1
(277머5603)기아 올 뉴 K72.2 디젤 프레스티지,"1,750만원",16년10월(16년형),"70,795km",디젤,오토,"2,199cc",진주색,없음,없음,3회,1,1,1,1,1,1,1,1
(46마7663)기아 올 뉴쏘렌토디젤 2.0 2WD 프레스티지,"1,100만원",15년03월(15년형),"96,534km",디젤,오토,"1,995cc",흰색,20170606,없음,4회,0,0,0,0,0,0,0,0
(139더2486)기아 더 뉴 카니발9인승 2.2 디젤 노블레스 스페셜,"2,450만원",18년09월(19년형),"63,359km",디젤,오토,"2,199cc",쥐색,없음,없음,2회,0,0,0,0,0,0,0,1
(320가9723)제네시스 G80(RG3)2.5 T-GDi 2WD,"4,950만원",21년04월(21년형),"26,800km",가솔린,오토,"2,497cc",흰색,없음,없음,1회,0,1,1,1,1,1,1,1
(49조2724)현대 제네시스DHG330 프리미엄,"1,698만원",16년01월(16년형),"80,000km",가솔린,오토,"3,342cc",검정색,없음,없음,1회,0,1,1,1,1,1,1,1
(305너1124)기아 더 뉴 레이1.0 가솔린 시그니처,"1,050만원",20년08월(21년형),"122,370km",가솔린,오토,998cc,흰색,없음,없음,2회,0,1,1,1,1,1,0,1
(186로7728)기아 올 뉴쏘렌토디젤 2.2 2WD 노블레스 스페셜,"1,599만원",17년05월(17년형),"117,452km",디젤,오토,"2,199cc",검정색,없음,없음,2회,0,1,1,1,1,1,1,1
(47오0800)한국GM 쉐보레 말리부2.0 LTZ 기본형,420만원,12년05월(12년형),"130,775km",가솔린,오토,0cc,진주색,없음,없음,5회,0,1,1,0,0,0,0,1
(179조7661)기아 모하비 더마스터3.0 디젤 4WD 마스터즈,"4,320만원",21년04월(21년형),"24,430km",디젤,오토,"2,959cc",검정색,없음,없음,없음,1,1,1,1,1,1,1,1
(28다6869)르노코리아 SM3 네오LE 기본형,498만원,14년05월(15년형),"131,122km",가솔린,CVT,"1,598cc",회색,없음,없음,2회,0,1,1,1,1,1,0,0
(245고7376)기아 더 뉴 레이1.0 가솔린 트렌디,"1,080만원",19년06월(19년형),"40,169km",가솔린,오토,0cc,흰색,없음,없음,1회,0,1,0,0,0,0,0,1
(17마0839)한국GM 쉐보레 캡티바4WD LT 프리미엄,490만원,15년09월(15년형),"198,312km",디젤,오토,0cc,검정색,없음,없음,1회,0,0,0,0,0,0,0,1
(149라5490)현대 올 뉴 아반떼 하이브리드(CN7)모던,"1,950만원",20년10월(21년형),"95,181km",하이브리드(가솔린),오토,"1,580cc",흰색,없음,없음,1회,0,0,0,0,0,0,0,0
(38소3516)현대 제네시스BH330 LUXURY 기본형,490만원,10년05월(10년형),"276,000km",가솔린,오토,"3,342cc",회색,없음,없음,2회,0,0,1,0,1,1,0,0
(180보2093)기아 셀토스1.6 가솔린 터보 2WD 노블레스,"1,820만원",19년09월(20년형),"87,152km",가솔린,오토,"1,591cc",흰색,없음,없음,없음,0,1,1,1,1,1,1,1
(83마9536)KG모빌리티 코란도 스포츠CX7 4WD 패션,680만원,12년03월(12년형),"127,241km",디젤,오토,"1,998cc",빨강색,없음,없음,3회,0,0,0,0,1,1,0,0
(140하2818)기아 더 뉴 카니발하이리무진 2.2 디젤 7인승 프레지던트,"3,450만원",20년03월(20년형),"49,405km",디젤,오토,"2,199cc",진주색,없음,없음,없음,0,1,1,1,1,1,1,1
(19고5046)KG모빌리티 티볼리 아머1.6 가솔린 기어 플러스 2WD,"1,450만원",19년04월(19년형),"35,444km",가솔린,오토,"1,597cc",흰색,없음,없음,없음,0,1,1,1,1,1,1,1
(14수0243)한국GM 더 넥스트 스파크LT Plus,500만원,16년06월(17년형),"105,426km",가솔린,SAT,998cc,흰색,없음,없음,3회,0,1,0,0,1,1,0,1
(33구1528)현대 싼타페 CM2WD(2.0 e-VGT) MLX 프리미어,650만원,09년08월(10년형),"81,309km",디젤,오토,"1,995cc",회색,없음,없음,2회,1,1,1,1,1,1,0,1
(239고4951)KG모빌리티 뷰티플 코란도1.5 GDi Turbo 2WD C5 플러스,"1,650만원",20년01월(20년형),"79,893km",가솔린,오토,0cc,흰색,없음,없음,1회,0,0,0,0,0,0,0,1
(700서9148)기아 올 뉴 카니발11인승 2.2 디젤 디럭스,"1,180만원",17년07월(18년형),"140,000km",디젤,오토,0cc,흰색,없음,없음,2회,0,0,0,0,0,0,0,0
(08로0215)르노코리아 SM62.0 LPe 장애인용 RE,"1,250만원",16년07월(16년형),"102,932km",LPG,오토,"1,998cc",검정색,없음,없음,2회,1,1,1,1,1,1,0,1
(156호6811)기아 디 올 뉴 스포티지 하이브리드1.6 터보 HEV 시그니처,"3,530만원",21년11월(22년형),"41,911km",하이브리드(가솔린),오토,"1,598cc",진주색,없음,없음,없음,1,1,1,1,1,1,1,1
(98보8725)현대 그랜드스타렉스캠핑카,"1,450만원",16년03월(17년형),"101,171km",디젤,오토,"2,497cc",은색,없음,없음,1회,0,1,0,0,1,1,0,1
(03나4222)르노코리아 SM61.5 dCi LE,690만원,17년07월(17년형),"150,707km",디젤,오토,0cc,진주색,없음,없음,1회,0,1,1,0,0,0,0,1
(16노0634)르노코리아 SM5 노바디젤 D 프리미엄 기본형,350만원,15년03월(15년형),"193,813km",디젤,오토,"1,500cc",검정색,없음,없음,2회,0,0,0,0,0,0,0,0
(195가6760)한국GM 트레일블레이저1.35 가솔린 2WD Premier,"1,950만원",22년10월(23년형),"36,414km",가솔린,오토,"1,341cc",흰색,없음,없음,없음,0,1,1,1,1,1,0,1
(123버9436)현대 쏘나타 (DN8)2.0 프리미엄 패밀리,"2,050만원",20년01월(20년형),"76,100km",가솔린,오토,"1,999cc",회색,없음,없음,2회,0,1,1,1,1,1,1,1
(33소2654)현대 그랜저HGHG240 스페셜,890만원,14년12월(15년형),"186,596km",가솔린,오토,"2,359cc",검정색,없음,없음,3회,0,1,1,1,1,1,1,1
(24서8506)현대 아반떼HD1.6 VVT S16 LUXURY,480만원,09년06월(09년형),"45,908km",가솔린,오토,"1,591cc",회색,없음,없음,3회,0,0,0,1,0,1,0,0
(122루6778)기아 모닝 어반(JA)1.0 가솔린 프레스티지,"1,090만원",22년03월(22년형),"20,500km",가솔린,오토,998cc,흰색,없음,없음,1회,0,0,1,1,1,1,1,1
(137도2474)현대 더 뉴 아반떼 ADSmartstream G1.6 스마트,"1,340만원",20년03월(20년형),"91,748km",가솔린,오토,"1,600cc",흰색,없음,없음,1회,0,1,1,1,1,1,0,1
(717두3864)기아 카니발 4세대D2.2 11인승 프레스티지,"3,550만원",22년05월(23년형),"51,089km",디젤,오토,"2,151cc",검정색,없음,없음,1회,0,0,0,0,0,0,0,0
(10저7600)기아 스포티지 4세대디젤 2.0 2WD 프레스티지,"1,390만원",16년11월(17년형),"58,642km",디젤,오토,"1,995cc",흰색,없음,없음,없음,0,1,1,1,1,1,0,1
(344거6406)제네시스 G903.3T GDi 럭셔리,"3,670만원",20년06월(20년형),"111,264km",가솔린,오토,"3,342cc",검정,없음,없음,없음,0,1,1,0,1,1,1,1
(68어0331)기아 K5 2세대1.7 디젤 SX 노블레스,"1,090만원",16년01월(16년형),"99,602km",디젤,오토,"1,685cc",검정색,없음,없음,3회,0,1,1,1,1,1,1,1
(227도1488)제네시스 G803.8 GDI AWD 럭셔리,"2,880만원",20년04월(20년형),"46,519km",가솔린,오토,"3,342cc",회색,없음,없음,없음,0,0,0,0,0,0,0,1
(43루8483)기아 스팅어2.0 터보 4WD 플래티넘,"2,300만원",18년11월(19년형),"76,661km",가솔린,오토,"1,998cc",파랑색,없음,없음,2회,0,1,1,1,1,1,1,1
(21루2051)기아 EV6 GTGT,"4,100만원",22년09월(22년형),"35,779km",전기,오토,0cc,흰색,없음,없음,1회,0,1,0,0,0,0,0,0
(47모7662)기아 올 뉴 프라이드1.4 MPI 세단 디럭스,650만원,14년07월(14년형),"55,693km",가솔린,오토,"1,378cc",빨강색,없음,없음,4회,0,1,0,0,1,1,0,1
(66서7372)현대 더 뉴 아반떼1.6 GDi 스마트 기본형,590만원,14년10월(15년형),"111,086km",가솔린,오토,"1,591cc",회색,없음,없음,5회,0,0,0,0,0,0,0,0
(52더7966)현대 그랜저TGQ270 Luxury Smart Pack,350만원,07년02월(07년형),"86,300km",가솔린,오토,"2,656cc",검정색,없음,없음,1회,0,0,1,1,1,1,0,1
(387로2684)기아 모하비 더마스터3.0 디젤 4WD 마스터즈 그래비티,"4,890만원",23년02월(23년형),"17,623km",디젤,오토,"2,959cc",검정색,없음,없음,없음,1,1,1,0,0,0,0,0
(14버0906)현대 아반떼AD1.6 GDi 모던,"1,190만원",16년01월(16년형),"53,696km",가솔린,오토,0cc,흰색,없음,없음,1회,0,1,1,0,0,0,0,1
(33거3542)현대 에쿠스(신형)VS380 모던,850만원,14년02월(14년형),"236,678km",가솔린,오토,"3,778cc",검정색,없음,없음,4회,0,1,1,1,1,1,1,1
(171다1009)기아 더 뉴 카니발9인승 2.2 디젤 프레스티지,"1,970만원",20년01월(20년형),"102,330km",디젤,오토,"2,199cc",진주색,없음,없음,2회,0,0,0,0,0,0,0,0
(37머8122)한국GM 알페온스폐셜,370만원,11년01월(11년형),"125,152km",가솔린,오토,"2,997cc",은색,없음,없음,3회,0,1,1,0,1,1,1,1
(354가8914)기아 올 뉴 카니발9인승 2.2 디젤 럭셔리,"1,310만원",17년11월(18년형),"129,350km",디젤,오토,"2,199cc",회색,없음,없음,3회,0,0,1,0,0,1,1,0
(37호2262)KG모빌리티 티볼리 아머1.6 가솔린 TX 2WD,"1,230만원",19년05월(19년형),"28,422km",가솔린,오토,"1,597cc",진주색,없음,없음,없음,0,1,0,0,1,0,0,1
(157라7109)기아 더 뉴 쏘렌토2.0 디젤 4WD 프레스티지,"2,050만원",18년10월(19년형),"46,873km",디젤,오토,"1,995cc","파랑(남색,곤색)",없음,없음,없음,0,1,1,1,1,1,1,1
(30오1465)현대 제네시스BH330 PREMIUM 기본형,830만원,12년11월(13년형),"136,670km",가솔린,오토,0cc,회색,없음,없음,6회,1,1,1,0,0,0,0,1
(40서1777)기아 포르테 쿱1.6 GDI 프레스티지,320만원,10년11월(11년형),"141,230km",가솔린,오토,"1,600cc",검정색,없음,없음,8회,1,0,1,1,1,1,1,1
(42고8961)기아 쏘렌토R디젤 2.0 2WD TLX 최고급형,699만원,11년01월(11년형),"143,864km",디젤,오토,"1,995cc",진주색,없음,없음,3회,0,0,1,1,0,1,1,0
(63모9722)기아 K5가솔린 2.4 GDI 프레스티지,630만원,11년06월(11년형),"65,000km",가솔린,오토,0cc,회색,없음,없음,1회,0,0,0,0,0,0,0,1
(53무3913)한국GM 쉐보레 말리부2.0 디젤 LT 프리미엄팩,550만원,15년01월(15년형),"117,372km",디젤,오토,"1,956cc",쥐색,없음,없음,6회,0,1,1,0,1,1,0,0
(815오5029)기아 더 뉴 봉고3내장탑차 1톤 표준형 킹캡 초장축 L,"1,790만원",20년06월(20년형),"49,373km",디젤,오토,"2,497cc",흰색,없음,없음,2회,0,0,0,0,0,1,0,1
(322고8797)현대 더 뉴 그랜저LPi 3.0 렌터카 프리미엄,"2,400만원",21년04월(21년형),"88,787km",LPG,오토,"2,999cc",흰색,없음,없음,3회,0,1,1,1,1,1,0,1
(40마4985)기아 올 뉴 카니발9인승 2.2 디젤 노블레스,"1,890만원",18년05월(18년형),"71,683km",디젤,오토,"2,199cc",진회,없음,없음,3회,0,0,0,0,0,0,0,0
(279노4229)현대 펠리세이드2.2 디젤 7인승 AWD 캘리그래피,"3,800만원",22년06월(22년형),"81,000km",디젤,오토,"2,199cc",흰색,없음,없음,없음,1,1,1,1,1,1,1,1
(342주9097)기아 쏘렌토 4세대 하이브리드1.6 HEV 노블레스,"3,599만원",21년03월(21년형),"61,304km",하이브리드,오토,"1,598cc",진주색,없음,없음,1회,0,1,1,0,0,1,0,1
(82주0458)현대 포터2초장축 슈퍼캡 냉장탑차 스타일,"1,550만원",20년11월(20년형),"52,919km",디젤,오토,"2,497cc",흰색,없음,없음,3회,0,0,0,0,0,0,0,0
(177서5125)한국GM 트레일블레이저1.35 가솔린 2WD ACTIV,"1,950만원",21년08월(22년형),"52,117km",가솔린,오토,"1,350cc",흰색,없음,없음,1회,0,1,1,1,1,1,1,1
(10나6069)제네시스 G803.3 GDI 럭셔리,"1,790만원",17년10월(18년형),"136,174km",가솔린,오토,"3,342cc",회색,없음,없음,3회,0,1,1,1,1,1,1,0
(78더4223)현대 그랜드스타렉스12인승 왜건 CVX 디럭스,670만원,14년03월(15년형),"210,241km",디젤,오토,"2,497cc",회색,없음,없음,6회,0,0,0,0,0,0,0,0
(90어1248)현대 포터2초장축 슈퍼캡 CRDi Premium,"1,450만원",21년05월(22년형),"137,174km",디젤,오토,"2,497cc",청색,없음,없음,없음,0,0,0,0,0,0,0,0
(26버9745)기아 스포티지 R2WD 디젤 TLX 프리미엄,599만원,12년07월(12년형),"160,914km",디젤,오토,"1,995cc",은색,없음,없음,3회,0,1,1,1,1,1,1,1
(82어4603)기아 봉고31.2톤 초장축 킹캡 CRDi 프레스티지,"1,240만원",19년05월(19년형),"102,546km",디젤,수동,"2,902cc",흰색,없음,없음,없음,0,0,0,0,1,1,0,1
(49더9253)현대 아반떼MDM16 GDi PREMIER,430만원,12년04월(12년형),"170,000km",가솔린,오토,"1,591cc",검정색,없음,없음,2회,0,1,1,1,1,1,0,1
(05가3136)기아 더 뉴 카니발9인승 2.2 디젤 노블레스,"1,850만원",18년06월(19년형),"115,163km",디젤,오토,0cc,흰색,없음,없음,2회,0,1,0,0,0,0,0,1
(111머8974)기아 K5 3세대2.0 가솔린 노블레스,"1,840만원",19년12월(20년형),"96,254km",가솔린,오토,"1,999cc",청색,없음,없음,1회,0,1,1,1,1,1,1,1
(28로0880)현대 더 뉴 맥스크루즈디젤(e-VGT)R2.2 4WD 파이니스트 에디션 6인승,"1,900만원",16년03월(17년형),"146,649km",디젤,오토,"2,199cc",검정색,없음,없음,3회,1,1,1,1,1,1,1,1
(238조4535)제네시스 GV803.0 디젤 AWD,"4,450만원",20년04월(20년형),"135,450km",디젤,오토,"2,996cc",흰색,없음,없음,2회,0,1,1,0,1,1,1,0
(34노7086)기아 K7LPI VG270 프레스티지 프리미엄,590만원,10년07월(11년형),"167,408km",LPG,오토,0cc,검정색,없음,없음,3회,1,1,0,0,0,0,0,0
(31로8977)한국GM 쉐보레 말리부2.0 LTZ 기본형,450만원,13년08월(13년형),"194,993km",가솔린,오토,"1,998cc",검정색,없음,없음,1회,1,1,1,1,1,1,0,0
(224소8968)현대 더 뉴 팰리세이드3.8 가솔린 2WD 캘리그래피,"3,980만원",23년02월(23년형),"52,290km",가솔린,오토,"3,778cc",은색,없음,없음,없음,0,0,0,0,0,0,0,0
(280거3973)제네시스 GV802.5 터보 가솔린 4WD,"6,890만원",21년08월(21년형),"16,979km",가솔린,오토,"2,497cc",초록색,없음,없음,1회,1,1,1,1,1,1,1,0
(149라5471)기아 더 뉴 카니발9인승 2.2 디젤 노블레스 스페셜,"2,399만원",20년01월(20년형),"44,427km",디젤,오토,"2,200cc",흰색,없음,없음,1회,0,1,1,1,1,1,1,1
(106구1317)기아 K7 프리미어2.5 GDi 노블레스,"2,289만원",19년10월(20년형),"58,200km",가솔린,오토,"2,497cc",파랑색,없음,없음,1회,0,1,0,1,1,1,1,1
(156하7900)제네시스 G80(RG3)2.5 T-GDi AWD,"5,900만원",23년03월(23년형),"32,898km",가솔린,오토,"2,497cc",검정색,없음,없음,없음,1,1,1,1,1,1,1,1
(82로3140)기아 봉고31.2톤 파워게이트 초장축 2단 킹캡 프레스티지,760만원,17년02월(17년형),"233,336km",디젤,수동,"2,499cc",파랑색,없음,없음,3회,0,0,0,0,0,0,0,1
(803무1374)KG모빌리티 뉴 렉스턴 스포츠 칸2.2 AWD 쿨멘 프레스티지,"3,799만원",23년06월(24년형),"26,589km",디젤,오토,"2,157cc",흰색,없음,없음,없음,0,1,1,1,1,1,1,1
(82무5306)현대 포터2초장축 하이내장탑차 일반캡 SUP,"1,350만원",18년06월(18년형),"130,945km",디젤,오토,0cc,흰색,없음,없음,1회,0,0,0,0,0,0,0,0
(58보5060)르노코리아 SM3 Z.E.RE,890만원,18년04월(18년형),"108,062km",전기,CVT,104cc,쥐색,없음,없음,2회,0,1,1,1,1,1,0,1
(813주8177)현대 스타리아 카고2.2 카고 5 모던,"2,699만원",21년12월(22년형),"51,597km",디젤,오토,"2,199cc",회색,없음,없음,1회,0,1,1,0,1,1,1,1
(210보5398)한국GM 트랙스 크로스오버1.2 가솔린 2WD RS,"2,740만원",23년12월(24년형),"3,320km",가솔린,오토,"1,199cc",흰색,없음,없음,없음,0,0,1,0,1,1,0,1
(178고3989)기아 더 뉴 K5 2세대2.0 가솔린 프레스티지,"1,590만원",19년10월(20년형),"29,196km",가솔린,오토,"1,999cc",검정색,없음,없음,없음,0,0,0,0,0,0,0,0
(43주3207)르노코리아 QM62.0 2WD RE Signature,"1,630만원",18년08월(19년형),"41,568km",디젤,CVT,"1,995cc",흰색,없음,없음,1회,0,0,1,1,1,1,1,1
(59수2432)한국GM 쉐보레 스파크LPGi LT 기본형,299만원,14년06월(14년형),"158,614km",LPG,수동,0cc,은색,없음,없음,1회,0,0,0,0,0,0,0,0
(87우5556)현대 더 뉴 그랜드 스타렉스밴 5인승 스마트,"1,599만원",19년05월(19년형),"112,684km",디젤,오토,"2,497cc",흰색,없음,없음,1회,0,0,0,0,0,0,0,0
(06거1505)현대 코나디젤 1.6 모던 테크,"1,480만원",18년02월(18년형),"46,868km",디젤,오토,0cc,회색,없음,없음,없음,0,0,0,0,0,0,0,1
(178너7047)르노코리아 SM62.0 LPe 장애인용 RE,"1,240만원",17년09월(17년형),"82,111km",LPG,CVT,"1,998cc",검정색,없음,없음,1회,0,0,1,1,1,1,1,1
(50러9327)기아 뉴모닝SLX 고급형,290만원,09년01월(09년형),"65,095km",가솔린,오토,999cc,흰색,없음,없음,3회,0,1,0,0,1,1,0,1
(826구1156)기아 더 뉴 봉고3파워게이트 1톤 수직형(2단) 킹캡 초장축 L,"2,390만원",22년05월(22년형),"11,453km",디젤,오토,"2,497cc",흰색,없음,없음,없음,0,0,0,0,1,1,0,1
(57가2012)현대 올 뉴 투싼가솔린 (Turbo GDi) 1.6T 2WD 모던,"1,980만원",19년06월(19년형),"67,000km",가솔린,오토,"1,591cc",흰색,없음,없음,없음,0,1,1,1,1,1,1,0
(51로0868)기아 올 뉴 카니발9인승 2.2 디젤 럭셔리,"1,650만원",16년03월(16년형),"124,971km",디젤,오토,0cc,검정색,없음,없음,2회,0,1,0,0,0,0,0,1
(162도5766)현대 제네시스 쿠페200 Turbo P,715만원,08년12월(09년형),"84,945km",가솔린,오토,"1,998cc",회색,없음,없음,15회,1,1,1,1,1,1,0,1
(46조0217)현대 올 뉴 투싼디젤(e-VGT UⅡ)1.7 2WD 스타일,"1,079만원",16년09월(17년형),"85,306km",디젤,오토,"1,685cc",흰색,없음,없음,1회,0,0,0,0,0,0,0,0
(63거8457)기아 더 프레스티지 K72.4 GDI 럭셔리,599만원,11년03월(12년형),"180,000km",가솔린,오토,"2,359cc",흰색,없음,없음,3회,1,1,1,1,1,1,0,0
(34소8234)현대 그랜저HGHG300 노블,580만원,11년04월(11년형),"170,099km",가솔린,오토,"2,999cc",검정색,없음,없음,없음,0,0,0,0,0,0,0,1
(212누8342)한국GM 더 뉴 스파크LT 기본형,750만원,20년02월(20년형),"68,542km",가솔린,오토,999cc,회색,없음,없음,1회,0,1,1,1,1,1,0,1
(351너8417)현대 LF쏘나타2.0 스타일 기본형,900만원,16년11월(17년형),"75,454km",가솔린,오토,"1,999cc",흰색,없음,없음,4회,0,0,0,0,0,0,0,0
(57주8121)기아 K7VG350 노블레스 프리미엄,399만원,10년12월(11년형),"198,216km",가솔린,오토,0cc,검정색,없음,없음,4회,0,0,0,0,0,0,0,0
(363더7202)현대 더 뉴 그랜저2.5 르블랑,"2,820만원",22년07월(23년형),"86,606km",가솔린,오토,"2,497cc",검정색,없음,없음,없음,0,1,1,1,1,1,1,1
(285조5124)한국GM 쉐보레 올란도LPG LTZ 프리미엄,"1,180만원",18년05월(18년형),"78,000km",LPG,오토,"1,998cc",회색,없음,없음,2회,0,1,1,1,1,1,0,1
(22가4111)기아 쏘울 EVEV,"1,399만원",17년06월(18년형),"57,953km",전기,오토,80cc,쥐색,없음,없음,없음,0,1,1,1,1,1,1,1
(90너3111)현대 포터2초장축 슈퍼캡 활어운반차 1톤,"1,490만원",20년01월(20년형),"50,130km",디젤,오토,"2,497cc",흰색,없음,없음,1회,0,1,0,1,0,1,1,1
(51소5382)기아 로체 이노베이션LPI LX20 기본형,330만원,09년04월(09년형),"126,937km",LPG,오토,"1,998cc",은색,없음,없음,2회,0,0,0,0,0,0,0,0
(159다2660)기아 카니발 4세대G3.5 GDI 9인승 시그니처,"3,190만원",20년12월(21년형),"106,239km",가솔린,오토,"3,470cc",검정색,없음,없음,1회,0,1,1,1,1,1,1,1
(364주8206)기아 K7 프리미어 하이브리드2.4 HEV 시그니처,"1,930만원",19년09월(20년형),"185,005km",하이브리드(가솔린),오토,"2,359cc",검정,없음,없음,1회,0,1,1,1,1,1,1,1
(139저1397)제네시스 GV803.5 Turbo 터보 가솔린 4WD,"4,999만원",20년06월(20년형),"108,310km",가솔린,오토,"3,470cc",연금색,없음,없음,1회,0,1,1,1,1,1,1,1
(58가2472)르노코리아 뉴SM5(신형)SE Plus,270만원,11년11월(12년형),"151,370km",가솔린,CVT,"1,998cc",검정색,없음,없음,2회,0,1,1,1,1,1,0,1
(341거2366)기아 K7 프리미어2.5 GDi 프레스티지,"2,060만원",21년02월(21년형),"81,000km",가솔린,오토,"2,497cc",검정,없음,없음,1회,0,0,0,0,0,0,0,0
(59마9586)한국GM 쉐보레 크루즈1.8 LT 기본형,450만원,12년09월(13년형),"99,005km",가솔린,오토,0cc,흰색,없음,없음,1회,0,1,0,0,0,0,0,1
(140누1832)현대 그랜저HGHG240 모던,960만원,15년08월(16년형),"111,533km",가솔린,오토,"2,359cc",은색,없음,없음,3회,0,1,1,1,1,1,0,0
(191나5430)기아 K93.3 GDI 노블레스 스페셜,950만원,12년05월(13년형),"197,689km",가솔린,오토,"3,342cc",흰색,없음,없음,8회,1,1,1,1,1,1,1,1
(196구3199)기아 더 뉴 니로1.6 HEV 프레스티지,"1,690만원",20년07월(20년형),"105,883km",하이브리드(가솔린),오토,"1,580cc",파랑색,없음,없음,1회,0,1,1,1,1,1,1,1
(47수2047)현대 벨로스터(JS)1.6 T-GDi 스포츠 코어,899만원,18년03월(18년형),"158,153km",가솔린,수동,"1,596cc",검정색,없음,없음,6회,0,1,1,1,1,1,0,1
(97도3325)기아 봉고31톤 초장축 표준캡 CRDi DLX DLX,"1,490만원",19년01월(19년형),"51,988km",디젤,오토,"2,497cc",흰색,없음,없음,없음,0,0,0,0,1,1,0,1
(59구0488)기아 올 뉴 카니발9인승 2.2 디젤 하이리무진 노블레스,"1,920만원",16년07월(17년형),"181,890km",디젤,오토,"2,199cc",흰색,없음,없음,2회,0,1,1,1,1,1,1,0
(338너8421)현대 올 뉴 투싼디젤(e-VGT R)1.6 2WD 모던,"1,640만원",19년12월(20년형),"90,225km",디젤,오토,"1,598cc",흰색,없음,없음,1회,0,1,1,1,1,1,0,1
(108누9768)현대 더 뉴 그랜저 하이브리드2.4 르블랑,"3,849만원",22년07월(23년형),"27,394km",하이브리드(가솔린),오토,"2,359cc",흰색,없음,없음,2회,0,0,0,0,0,0,0,0
(40보6958)기아 더 뉴 모닝바이퓨얼 스마트,469만원,15년06월(16년형),"158,148km",LPG,오토,0cc,흰색,없음,없음,2회,0,0,0,0,0,0,0,0
(06더6857)현대 싼타페 TM디젤 2.0 2WD 익스클루시브 스페셜,"2,330만원",18년11월(19년형),"74,198km",디젤,오토,"1,995cc",흰색,없음,없음,4회,1,1,1,1,1,1,1,1
(835노9325)현대 스타리아 카고2.2 카고 5 모던,"2,890만원",22년02월(22년형),"35,390km",디젤,오토,"2,199cc",파랑색,없음,없음,3회,0,1,1,1,1,1,0,1
(109머5795)기아 더 뉴 기아 레이1.0 가솔린 프레스티지,"1,550만원",23년03월(23년형),"2,239km",가솔린,오토,998cc,흰색,없음,없음,없음,0,0,0,0,0,0,0,0
(35서3081)기아 뉴쏘렌토R디젤 2.0 2WD TLX 기본형,700만원,12년09월(13년형),"233,477km",디젤,오토,"1,995cc",은색,없음,없음,2회,0,0,0,0,0,0,0,0
(156라3725)기아 더 뉴 레이1.0 가솔린 럭셔리,990만원,19년07월(19년형),"126,965km",가솔린,오토,0cc,흰색,없음,없음,1회,0,0,0,0,0,0,0,1
(68주3887)KG모빌리티 코란도 투리스모4WD GT 9인승,699만원,14년01월(14년형),"127,150km",디젤,오토,"1,998cc",흰색,없음,없음,2회,1,1,1,0,1,1,0,1
(05루2841)기아 올 뉴 카니발7인승 2.2 디젤 리무진 프레지던트,"1,830만원",16년03월(16년형),"122,613km",디젤,오토,0cc,흰색,없음,없음,4회,1,1,1,1,1,1,1,1
(813루7439)현대 스타리아 카고2.2 카고 5 모던,"3,360만원",23년02월(23년형),"22,040km",디젤,오토,0cc,흰색,없음,없음,1회,0,1,1,0,0,0,0,1
(266노3443)현대 더 뉴 그랜저2.5 캘리그래피,"3,050만원",21년07월(22년형),"70,313km",가솔린,오토,"2,497cc",회색,없음,없음,없음,0,1,1,1,1,1,1,1
(69가0521)한국GM 더 넥스트 스파크LTZ C-TECH,550만원,15년08월(16년형),"69,830km",가솔린,오토,999cc,파랑색,없음,없음,1회,1,1,1,1,1,1,0,1
(66저4591)르노코리아 QM5 NEO가솔린 2.0 2WD RE,800만원,14년06월(14년형),"102,546km",가솔린,오토,"1,998cc",검정색,없음,없음,1회,0,1,1,0,1,1,0,1
(148버1320)기아 셀토스1.6 가솔린 터보 2WD 트렌디,"1,630만원",20년02월(20년형),"43,000km",가솔린,오토,"1,591cc",검정,없음,없음,1회,0,0,0,0,0,0,0,0
(63오6412)현대 코나1.6 터보 모던 팝,"1,299만원",18년02월(18년형),"105,138km",가솔린,오토,"1,591cc",회색,없음,없음,1회,0,0,1,1,1,1,1,1
(806보9197)기아 더 뉴 봉고31톤 킹캡 초장축 2WD GL,"2,120만원",23년05월(23년형),"10,115km",디젤,오토,"2,500cc",진주색,없음,없음,2회,0,0,0,1,1,1,1,1
(04보9030)제네시스 EQ9003.8 GDI AWD 프리미엄 럭셔리,"2,920만원",17년11월(18년형),"90,000km",가솔린,오토,0cc,검정색,없음,없음,1회,0,0,0,0,0,0,0,1
(309보8406)현대 쏘나타 뉴 라이즈2.0 LPi 렌터카 스타일,"1,450만원",19년03월(19년형),"67,106km",LPG,오토,"1,999cc",인기색상,없음,없음,1회,0,1,1,1,1,1,0,1
(21구1676)현대 싼타페 더 프라임디젤 R2.0 2WD 5인승 밸류플러스,"1,930만원",17년12월(18년형),"40,181km",디젤,오토,"1,995cc",흰색,없음,없음,1회,0,1,1,1,1,1,1,1
